405,Myxininae,150,563,,
406,Eptatretinae,150,563,,
563,Myxinidae,140,525,,
1139,Rubicundinae,150,563,,
1318,Percalates-clade,140,1287,,
564,Petromyzontidae,140,526,,
408,Geotriidae,140,526,,
409,Mordaciidae,140,526,,
1,Callorhinchidae,140,1082,,
2,Chimaeridae,140,1082,,
3,Rhinochimaeridae,140,1082,,
5,Hexanchidae,140,528,,
4,Chlamydoselachidae,140,528,,
6,Heterodontidae,140,529,,
608,Rhincodontidae,140,575,,
565,Parascylliidae,140,575,,
566,Brachaeluridae,140,575,,
7,Orectolobidae,140,575,,
567,Hemiscylliidae,140,575,,
568,Stegostomatidae,140,575,,
569,Ginglymostomatidae,140,575,,
609,Mitsukurinidae,140,576,,
1316,Carchariidae,140,576,,
8,Odontaspididae,140,576,,
570,Pseudocarchariidae,140,576,,
660,Megachasmidae,140,576,,
410,Alopiidae,140,576,,
411,Cetorhinidae,140,576,,
9,Lamnidae,140,576,,
1077,Pentanchidae,140,577,,
10,Scyliorhinidae,140,577,,
413,Proscylliidae,140,577,,
412,Pseudotriakidae,140,577,,
571,Leptochariidae,140,577,,
414,Triakidae,140,577,,
694,Galeorhininae,150,414,,
705,Triakinae,150,414,,
572,Hemigaleidae,140,577,,
415,Carcharhinidae,140,577,,
11,Sphyrnidae,140,577,,
722,Dalatiidae,140,748,,
718,Etmopteridae,140,748,,
1045,Somniosidae,140,748,,
1046,Oxynotidae,140,748,,
721,Centrophoridae,140,748,,
12,Squalidae,140,748,,
416,Echinorhinidae,140,1295,,
13,Pristiophoridae,140,578,,
14,Squatinidae,140,579,,
1110,Platyrhinidae,140,747,,
728,Narkidae,140,747,,
727,Narcinidae,140,747,,
725,Hypnidae,140,747,,
724,Torpedinidae,140,747,,
1112,Trygonorrhinidae,140,580,,
16,Rhinobatidae,140,580,,
1111,Rhinidae,140,580,,
1113,Glaucostegidae,140,580,,
15,Pristidae,140,580,,
17,Rajidae,140,746,,
968,Arhynchobatidae,140,746,,
1147,Gurgesiellidae,140,746,,
419,Anacanthobatidae,140,746,,
1138,Zanobatidae,140,1047,,
19,Hexatrygonidae,140,1047,,
420,Dasyatidae,140,1047,,
1126,Dasyatinae,150,420,,
1127,Neotrygoninae,150,420,,
1128,Urogymninae,150,420,,
1129,Hypolophinae,150,420,,
18,Potamotrygonidae,140,1047,,
1140,Potamotrygoninae,150,18,,
1141,Styracurinae,150,18,,
971,Urotrygonidae,140,1047,,
421,Gymnuridae,140,1047,,
738,Plesiobatidae,140,1047,,
422,Urolophidae,140,1047,,
1123,Aetobatidae,140,1047,,
729,Myliobatidae,140,1047,,
1124,Rhinopteridae,140,1047,,
1125,Mobulidae,140,1047,,
20,Neoceratodontidae,140,530,,
21,Lepidosirenidae,140,530,,
22,Protopteridae,140,530,,
23,Latimeriidae,140,532,,
24,Polypteridae,140,533,,
25,Acipenseridae,140,534,,
26,Polyodontidae,140,534,,
27,Lepisosteidae,140,535,,
28,Amiidae,140,536,,
31,Hiodontidae,140,1169,,
30,Pantodontidae,140,537,,
29,Osteoglossidae,140,537,,
740,Arapaimidae,140,537,,
32,Notopteridae,140,537,,
1134,Notopterinae,150,32,,
1135,Xenomystinae,150,32,,
33,Mormyridae,140,537,,
34,Gymnarchidae,140,537,,
35,Elopidae,140,538,,
36,Megalopidae,140,538,,
37,Albulidae,140,581,,
423,Albulinae,150,37,,
424,Pterothrissinae,150,37,,
38,Halosauridae,140,638,,
39,Notacanthidae,140,638,,
1035,Protanguillidae,140,539,,
47,Synaphobranchidae,140,539,,
611,Synaphobranchinae,150,47,,
612,Simenchelyinae,150,47,,
648,Ilyophinae,150,47,,
41,Heterenchelyidae,140,539,,
43,Myrocongridae,140,539,,
44,Muraenidae,140,539,,
425,Uropterygiinae,150,44,,
426,Muraeninae,150,44,,
677,Chlopsidae,140,539,,
50,Colocongridae,140,539,,
52,Derichthyidae,140,539,,
48,Ophichthidae,140,539,,
427,Myrophinae,150,48,,
428,Ophichthinae,150,48,,
432,Muraenesocidae,140,539,,
49,Nettastomatidae,140,539,,
51,Congridae,140,539,,
429,Congrinae,150,51,,
430,Bathymyrinae,150,51,,
431,Heterocongrinae,150,51,,
42,Moringuidae,140,539,,
45,Nemichthyidae,140,539,,
53,Serrivomeridae,140,539,,
40,Anguillidae,140,539,,
46,Cyematidae,140,582,,
56,Monognathidae,140,582,,
1268,Neocyematidae,140,582,,
55,Eurypharyngidae,140,582,,
54,Saccopharyngidae,140,582,,
57,Denticipitidae,140,540,,
1272,Spratelloididae,140,540,,
58,Clupeidae,140,540,,
1054,Dussumieriidae,140,540,,
433,Engraulidae,140,540,,
59,Chirocentridae,140,540,,
924,Pristigasteridae,140,540,,
60,Chanidae,140,541,,
61,Gonorynchidae,140,541,,
62,Kneriidae,140,541,,
1252,Paedocyprididae,140,1159,,
63,Phractolaemidae,140,541,,
65,Psilorhynchidae,140,1159,,
64,Cyprinidae,140,1159,,
987,Cyprininae,150,64,,
989,Labeoninae,150,64,,
1254,Probarbinae,150,64,,
1255,Torinae,150,64,,
1256,Smiliogastrinae,150,64,,
1257,Acrossocheilinae,150,64,,
1258,Barbinae,150,64,,
1259,Spinibarbinae,150,64,,
1260,Schizothoracinae,150,64,,
1261,Schizopygopsinae,150,64,,
1253,Sundadanionidae,140,1159,,
1018,Danioninae,150,1248,,
1248,Danionidae,140,1159,,
1249,Chedrinae,150,1248,,
1250,Rasborinae,150,1248,,
1269,Esominae,150,1248,,
1247,Leptobarbidae,140,1159,,
1246,Xenocyprididae,140,1159,,
1245,Tincidae,140,1159,,
1244,Acheilognathidae,140,1159,,
1243,Gobionidae,140,1159,,
1251,Tanichthyidae,140,1159,,
68,Catostomidae,140,1157,,
995,Leuciscinae,150,1237,,
1237,Leuciscidae,140,1159,,
1238,Pseudaspininae,150,1237,,
1239,Laviniinae,150,1237,,
1240,Plagopterinae,150,1237,,
1241,Phoxininae,150,1237,,
1242,Pogonichthyinae,150,1237,,
1264,Catostominae,150,68,,
1265,Myxocyprininae,150,68,,
1266,Cycleptinae,150,68,,
1267,Ictiobinae,150,68,,
67,Gyrinocheilidae,140,1156,,
1120,Botiidae,140,1158,,
1132,Botiinae,150,1120,,
1133,Leptobotiinae,150,1120,,
1017,Vaillantellidae,140,1158,,
66,Cobitidae,140,1158,,
1072,Barbuccidae,140,1158,,
1136,Gastromyzontidae,140,1158,,
1073,Serpenticobitidae,140,1158,,
706,Balitoridae,140,1158,,
1071,Ellopostomatidae,140,1158,,
434,Nemacheilidae,140,1158,,
69,Citharinidae,140,1305,,
614,Distichodontidae,140,1305,,
703,Characidiinae,150,955,,
955,Crenuchidae,140,1304,,
956,Crenuchinae,150,955,,
619,Alestidae,140,1304,,
77,Hepsetidae,140,1304,,
1172,Tarumaniidae,140,1304,,
73,Erythrinidae,140,1304,,
616,Parodontidae,140,1304,,
764,Cynodontidae,140,1304,,
620,Serrasalmidae,140,1304,,
1328,Colossomatinae,150,620,,
1329,Myleinae,150,620,,
1330,Serrasalminae,150,620,,
70,Hemiodontidae,140,1304,,
673,Anostomidae,140,1304,,
440,Chilodontidae,140,1304,,
72,Curimatidae,140,1304,,
441,Prochilodontidae,140,1304,,
74,Lebiasinidae,140,1304,,
437,Pyrrhulininae,150,74,,
663,Lebiasininae,150,74,,
76,Ctenoluciidae,140,1304,,
1053,Chalceidae,140,1304,,
903,Agoniatinae,150,1049,,
904,Clupeacharacinae,150,1049,,
1049,Triportheidae,140,1304,,
1050,Triportheinae,150,1049,,
75,Gasteropelecidae,140,1304,,
906,Bryconinae,150,1048,,
997,Salmininae,150,1048,,
1048,Bryconidae,140,1304,,
1052,Iguanodectidae,140,1304,,
765,Acestrorhynchidae,140,1304,,
767,Roestinae,150,765,,
999,Heterocharacinae,150,765,,
1051,Acestrorhynchinae,150,765,,
78,Characidae,140,1304,,
704,Stethaprioninae,150,78,,
907,Aphyocharacinae,150,78,,
908,Characinae,150,78,,
909,Tetragonopterinae,150,78,,
911,Cheirodontinae,150,78,,
1007,Aphyoditeinae,150,78,,
1008,Stevardiinae,150,78,,
1137,Characids incertae sedis,150,78,,
1262,Spintherobolinae,150,78,,
1263,Exodontinae,150,78,,
79,Diplomystidae,140,1302,,
103,Cetopsidae,140,1301,,
912,Cetopsinae,150,103,,
913,Helogeninae,150,103,,
92,Chacidae,140,1301,,
96,Plotosidae,140,1301,,
1119,Ailiidae,140,1301,,
1086,Horabagridae,140,1301,,
81,Bagridae,140,1301,,
88,Akysidae,140,1301,,
1130,Akysinae,150,88,,
1131,Parakysinae,150,88,,
86,Amblycipitidae,140,1301,,
89,Sisoridae,140,1301,,
957,Sisorinae,150,89,,
958,Glyptosterninae,150,89,,
85,Pangasiidae,140,1301,,
83,Siluridae,140,1301,,
1089,Kryptoglanidae,140,1301,,
105,Aspredinidae,140,1301,,
1233,Pseudobunocephalinae,150,105,,
1234,Aspredininae,150,105,,
1235,Hoplomyzontinae,150,105,,
99,Auchenipteridae,140,1301,,
931,Centromochlinae,150,99,,
932,Auchenipterinae,150,99,,
98,Doradidae,140,1301,,
1092,Wertheimerinae,150,98,,
1093,Astrodoradinae,150,98,,
1094,Doradinae,150,98,,
925,Heptapteridae,140,1301,,
1118,Phreatobiidae,140,1301,,
100,Pimelodidae,140,1301,,
923,Pseudopimelodidae,140,1301,,
90,Clariidae,140,1301,,
91,Heteropneustidae,140,1301,,
95,Ariidae,140,1301,,
1065,Galeichthyinae,150,95,,
1066,Ariinae,150,95,,
1069,Bagreinae,150,95,,
951,Anchariidae,140,1301,,
950,Austroglanididae,140,1301,,
82,Cranoglanididae,140,1301,,
80,Ictaluridae,140,1301,,
943,Lacantuniidae,140,1301,,
87,Amphiliidae,140,1301,,
898,Amphiliinae,150,87,,
899,Leptoglaninae,150,87,,
900,Doumeinae,150,87,,
94,Malapteruridae,140,1301,,
97,Mochokidae,140,1301,,
1037,Chiloglanidinae,150,97,,
1043,Mochokinae,150,97,,
972,Claroteidae,140,1301,,
1080,Claroteinae,150,972,,
1081,Auchenoglanidinae,150,972,,
84,Schilbeidae,140,1301,,
914,Nematogenyidae,140,1303,,
106,Trichomycteridae,140,1303,,
1023,Sarcoglanidinae,150,106,,
1025,Trichomycterinae,150,106,,
1026,Copionodontinae,150,106,,
1027,Trichogeninae,150,106,,
1028,Vandelliinae,150,106,,
1029,Stegophilinae,150,106,,
1030,Tridentinae,150,106,,
1031,Glanapteryginae,150,106,,
1317,Microcambevinae,150,106,,
107,Callichthyidae,140,1303,,
915,Callichthyinae,150,107,,
916,Corydoradinae,150,107,,
108,Loricariidae,140,1303,,
917,Lithogeninae,150,108,,
919,Hypoptopomatinae,150,108,,
920,Loricariinae,150,108,,
921,Hypostominae,150,108,,
954,Delturinae,150,108,,
1114,Rhinelepinae,150,108,,
680,Scoloplacidae,140,1303,,
109,Astroblepidae,140,1303,,
113,Apteronotidae,140,544,,
1289,Apteronotinae,150,113,,
1290,Sternarchorhamphinae,150,113,,
110,Sternopygidae,140,544,,
114,Gymnotidae,140,544,,
1313,Gymnotinae,150,114,,
1314,Electrophorinae,150,114,,
112,Hypopomidae,140,544,,
111,Rhamphichthyidae,140,544,,
116,Esocidae,140,583,,
117,Umbridae,140,583,,
118,Argentinidae,140,1284,,
442,Microstomatidae,140,1284,,
119,Bathylagidae,140,1284,,
120,Opisthoproctidae,140,1284,,
121,Alepocephalidae,140,1273,,
661,Platytroctidae,140,1273,,
122,Lepidogalaxiidae,140,1283,,
123,Osmeridae,140,545,,
124,Plecoglossidae,140,545,,
125,Salangidae,140,545,,
127,Retropinnidae,140,545,,
443,Retropinninae,150,127,,
444,Prototroctinae,150,127,,
128,Galaxiidae,140,1285,,
445,Aplochitoninae,150,128,,
446,Galaxiinae,150,128,,
129,Salmonidae,140,756,,
447,Coregoninae,150,129,,
448,Thymallinae,150,129,,
449,Salmoninae,150,129,,
130,Gonostomatidae,140,743,,
131,Sternoptychidae,140,743,,
450,Maurolicinae,150,131,,
451,Sternoptychinae,150,131,,
132,Phosichthyidae,140,743,,
133,Chauliodontinae,150,730,,
134,Stomiinae,150,730,,
135,Astronesthinae,150,730,,
136,Melanostomiinae,150,730,,
137,Malacosteinae,150,730,,
138,Idiacanthinae,150,730,,
730,Stomiidae,140,743,,
206,Ateleopodidae,140,585,,
139,Aulopidae,140,546,,
140,Chlorophthalmidae,140,546,,
779,Paraulopidae,140,546,,
452,Ipnopidae,140,546,,
780,Bathysauroididae,140,546,,
141,Scopelarchidae,140,546,,
142,Notosudidae,140,546,,
144,Giganturidae,140,546,,
143,Synodontidae,140,546,,
453,Synodontinae,150,143,,
621,Harpadontinae,150,143,,
454,Bathysauridae,140,546,,
145,Paralepididae,140,546,,
649,Anotopteridae,140,546,,
146,Evermannellidae,140,546,,
147,Omosudidae,140,546,,
148,Alepisauridae,140,546,,
149,Pseudotrichonotidae,140,546,,
150,Neoscopelidae,140,552,,
151,Myctophidae,140,552,,
1196,Gymnoscopelinae,150,151,,
1197,Notolychninae,150,151,,
1198,Lampanyctinae,150,151,,
1199,Diaphinae,150,151,,
1200,Myctophinae,150,151,,
152,Percopsidae,140,548,,
153,Aphredoderidae,140,548,,
154,Amblyopsidae,140,548,,
158,Bregmacerotidae,140,1332,,
684,Phycidae,140,1333,,
1337,Gaidropsaridae,140,1333,,
456,Lotidae,140,1333,,
455,Gadidae,140,1333,,
159,Merlucciidae,140,1335,,
1338,Ranicipitidae,140,1334,,
683,Euclichthyidae,140,1336,,
155,Muraenolepididae,140,1336,,
157,Melanonidae,140,1336,,
161,Ophidiidae,140,550,,
459,Brotulinae,150,161,,
460,Brotulotaeniinae,150,161,,
461,Ophidiinae,150,161,,
462,Neobythitinae,150,161,,
1341,Trachyrincidae,140,1336,,
156,Moridae,140,1336,,
162,Carapidae,140,550,,
463,Carapinae,150,162,,
464,Pyramodontinae,150,162,,
967,Tetragondacninae,150,162,,
1342,Macruronidae,140,1336,,
163,Bythitidae,140,550,,
1343,Lyconidae,140,1336,,
164,Dinematichthyidae,140,550,,
1339,Bathygadidae,140,1336,,
1340,Steindachneriidae,140,1336,,
160,Macrouridae,140,1336,,
165,Batrachoididae,140,551,,
978,Porichthyinae,150,165,,
979,Thalassophryninae,150,165,,
980,Batrachoidinae,150,165,,
981,Halophryninae,150,165,,
166,Lophiidae,140,547,,
167,Antennariidae,140,547,,
887,Tetrabrachiidae,140,547,,
888,Lophichthyidae,140,547,,
168,Brachionichthyidae,140,547,,
169,Chaunacidae,140,547,,
170,Ogcocephalidae,140,547,,
171,Caulophrynidae,140,547,,
174,Neoceratiidae,140,547,,
181,Melanocetidae,140,547,,
180,Himantolophidae,140,547,,
179,Diceratiidae,140,547,,
176,Oneirodidae,140,547,,
177,Thaumatichthyidae,140,547,,
178,Centrophrynidae,140,547,,
172,Ceratiidae,140,547,,
173,Gigantactinidae,140,547,,
175,Linophrynidae,140,547,,
182,Gobiesocidae,140,553,,
622,Cheilobranchinae,150,182,,
676,Gobiesocinae,150,182,,
1148,Lepadogastrinae,150,182,,
1149,Protogobiesocinae,150,182,,
1151,Diademichthyinae,150,182,,
1152,Chorisochisminae,150,182,,
1153,Diplocrepinae,150,182,,
1154,Haplocylicinae,150,182,,
1155,Trachelochisminae,150,182,,
397,Triacanthodidae,140,1193,,
186,Scomberesocidae,140,681,,
398,Triacanthidae,140,1193,,
185,Belonidae,140,681,,
401,Triodontidae,140,1194,,
812,Hemiramphidae,140,681,,
902,Zenarchopteridae,140,681,,
183,Exocoetidae,140,681,,
404,Molidae,140,1194,,
187,Oryziinae,150,682,,
188,Adrianichthyinae,150,682,,
403,Diodontidae,140,1194,,
682,Adrianichthyidae,140,681,,
402,Tetraodontidae,140,1194,,
190,Aplocheilidae,140,1202,,
523,Aracanidae,140,1195,,
949,Nothobranchiidae,140,1202,,
400,Ostraciidae,140,1195,,
644,Rivulidae,140,1202,,
1210,Cynolebiinae,150,644,,
1286,Kryptolebiatinae,150,644,,
1288,Rivulinae,150,644,,
1204,Pantanodontidae,140,1203,,
468,Fundulidae,140,1203,,
191,Cyprinodontidae,140,1203,,
625,Cyprinodontinae,150,191,,
640,Cubanichthyinae,150,191,,
1170,Orestiinae,150,191,,
467,Profundulidae,140,1203,,
192,Goodeidae,140,1203,,
522,Monacanthidae,140,1195,,
623,Empetrichthyinae,150,192,,
745,Goodeinae,150,192,,
1206,Fluviphylacidae,140,1203,,
195,Poeciliinae,150,731,,
399,Balistidae,140,1195,,
731,Poeciliidae,140,1203,,
1208,Xenodexiinae,150,731,,
1209,Tomeurinae,150,731,,
193,Anablepidae,140,1203,,
643,Anablepinae,150,193,,
645,Oxyzygonectinae,150,193,,
1207,Aphaniidae,140,1203,,
469,Valenciidae,140,1203,,
196,Atherinidae,140,650,,
709,Atherininae,150,196,,
711,Atherinomorinae,150,196,,
976,Bleheratherininae,150,196,,
977,Craterocephalinae,150,196,,
691,Bedotiidae,140,650,,
197,Melanotaeniidae,140,650,,
679,Pseudomugilidae,140,650,,
692,Telmatherinidae,140,650,,
664,Notocheiridae,140,650,,
952,Isonidae,140,650,,
1315,Atherionidae,140,650,,
624,Procatopodinae,150,1205,,
646,Aplocheilichthyinae,150,1205,,
1205,Procatopodidae,140,1203,,
712,Dentatherinidae,140,650,,
198,Phallostethidae,140,650,,
708,Atherinopsinae,150,926,,
710,Menidiinae,150,926,,
926,Atherinopsidae,140,650,,
199,Lampridae,140,554,,
200,Veliferidae,140,554,,
201,Lophotidae,140,554,,
202,Radiicephalidae,140,554,,
203,Trachipteridae,140,554,,
204,Regalecidae,140,554,,
205,Stylephoridae,140,1178,,
209,Monocentridae,140,1190,,
210,Trachichthyidae,140,1190,,
211,Anomalopidae,140,1190,,
212,Diretmidae,140,1190,,
213,Anoplogastridae,140,1190,,
214,Berycidae,140,1189,,
834,Holocentridae,140,1191,,
835,Holocentrinae,150,834,,
836,Myripristinae,150,834,,
216,Polymixiidae,140,586,,
217,Stephanoberycidae,140,1185,,
665,Hispidoberycidae,140,1185,,
218,Melamphaidae,140,1189,,
219,Gibberichthyidae,140,1185,,
220,Rondeletiidae,140,1185,,
221,Barbourisiidae,140,1185,,
651,Cetomimidae,140,1185,,
839,Cyttidae,140,556,,
841,Oreosomatinae,150,842,,
842,Oreosomatidae,140,556,,
846,Pseudocyttinae,150,842,,
222,Parazenidae,140,556,,
837,Cyttopsinae,150,222,,
840,Parazeninae,150,222,,
843,Zeniontidae,140,556,,
223,Macrurocyttinae,150,850,,
848,Grammicolepidinae,150,850,,
850,Grammicolepididae,140,556,,
880,Zeidae,140,556,,
228,Hypoptychidae,140,1192,,
652,Gasterosteidae,140,1192,,
653,Aulorhynchidae,140,1192,,
229,Indostomidae,140,1182,,
230,Pegasidae,140,655,,
231,Aulostomidae,140,1216,,
232,Fistulariidae,140,1216,,
233,Centriscinae,150,656,,
654,Macroramphosinae,150,656,,
656,Centriscidae,140,1216,,
234,Solenostomidae,140,1216,,
235,Syngnathidae,140,1216,,
